feature,class
"[-3.7575955e+02  1.3648858e+01 -6.2251306e-01 -3.0737391e+00
 -1.5808580e+00 -2.1052341e+00 -1.9211146e+00  2.4387610e-01
 -1.0306127e+00  1.6373298e+00  3.8347592e+00  5.7424670e-01
  3.2994059e-01 -7.6915842e-01 -5.5864167e-01  1.2779088e-01
 -3.3007076e+00  5.4555353e-02  2.8941941e-01 -1.1666870e+00
 -2.6243911e+00 -5.9333658e-01 -1.4815583e+00  6.8642193e-01
  6.2549782e-01  6.0201734e-01 -2.2461975e-02  6.0699362e-01
 -4.0172684e-01 -3.8200405e-01  1.3271399e-01  3.4817562e-01
 -8.1684537e-02  5.6691825e-01 -4.1493204e-01  2.4457313e-01
 -8.8991322e-02  3.5008211e-02  3.1216303e-01  9.3224901e-01]",coughing
"[-3.5993961e+02  9.8431259e+01  1.2355635e+01  3.1342282e+00
 -2.1015215e+01  3.0694315e+00 -5.0243006e+00 -2.2170553e+00
 -5.9494805e+00 -9.8448505e+00 -2.2617009e+00 -1.3251938e+00
 -4.5598695e-01 -5.8267599e-01  6.0459220e-01  1.5518037e+00
 -8.4169044e+00 -1.5201238e+00 -3.0867851e-01 -2.1182861e+00
 -9.8756319e-01  1.2118219e+00 -3.9483328e+00 -6.1815995e-01
 -3.0578232e+00  1.1286162e+00  1.4588650e+00  1.6903644e+00
 -3.4235613e+00  2.3985898e+00 -9.6067077e-01  2.4099507e+00
  1.5485113e+00 -5.2306986e-01 -1.4820822e+00  1.7689556e-01
  2.9865234e+00  1.5461969e+00  8.3755690e-01  2.2341697e-01]",coughing
"[-4.8338559e+02  7.7391754e+01  8.4973459e+00  6.5175724e+00
  5.2805605e+00  3.7303987e+00 -7.9820776e-01 -1.2056593e+00
 -2.5617177e+00 -3.0548964e+00 -5.6640139e+00 -9.7858202e-01
  2.9313463e-01 -1.2323645e+00 -2.3956606e+00 -2.3272564e+00
 -2.6942847e+00 -1.4247133e+00 -3.6464002e+00 -2.1917951e+00
 -8.1985965e-02  3.3295879e-01 -6.5386397e-01 -1.6770381e-01
 -2.1314116e+00 -8.6187971e-01 -4.0723839e-01 -1.0414945e+00
 -5.3753018e-01 -5.7532775e-01 -1.2374723e+00  7.9330528e-01
  2.2555746e-01 -2.3332657e-01 -8.2797354e-01  1.4440943e-01
  6.9750148e-01  1.7093883e+00  6.9244456e-01  8.1693572e-01]",coughing
"[-2.9337344e+02  6.7413597e+01 -1.2645303e+01  2.8722574e+01
  2.5604832e+01 -1.7019763e+00  7.4623728e+00  5.0975766e+00
 -1.6727648e+01  5.8373017e+00 -2.4752496e-01 -7.1936312e+00
  3.3342412e+00  3.9756525e+00 -2.0149007e+00  9.0676719e-01
 -2.6485775e+00  1.3357337e+00 -5.2957821e+00  6.9282985e+00
 -4.2100778e+00  2.1077880e-01 -2.3953462e+00  2.5221341e+00
  3.6035100e-01  2.6534588e+00 -3.1255347e-01  5.2761779e+00
  2.0127547e+00  1.9984810e-02 -1.4795227e-01  6.1969738e+00
 -9.2532647e-01  7.4387181e-01 -3.8256919e-01  2.0817761e+00
  6.3859826e-01  3.5602961e+00  7.5022590e-01  3.7306325e+00]",coughing
"[-4.47803375e+02  2.11073818e+01  1.28754914e+00  1.02428663e+00
 -1.81573045e+00  4.52055025e+00  1.51283729e+00  2.74438232e-01
  1.07130796e-01 -1.06962872e+00 -2.53062630e+00  1.50815809e+00
  1.53605366e+00  2.17549396e+00  9.45682526e-01 -3.99024993e-01
 -1.69408035e+00 -1.93325832e-01  6.19962215e-01 -1.80101395e+00
 -1.42829466e+00  1.36016774e+00 -1.72849298e+00  1.23333681e+00
 -9.80175018e-01 -2.57677197e-01  2.60993838e-01 -7.65615404e-01
  2.10014939e-01  1.30454814e+00  1.54379457e-01  5.93683450e-03
  9.16148070e-03  7.66710043e-01  8.56104016e-01  2.06503654e+00
  6.26436472e-01  6.31784916e-01  2.92478681e-01 -1.51798017e-02]",coughing
"[-4.3833990e+02  6.0861179e+01 -1.2628779e+01  6.9524231e+00
 -6.3379855e+00 -4.1198874e+00 -4.2501745e+00 -4.7167873e+00
 -5.9601259e+00  2.3969896e+00 -3.5082195e+00 -1.7680433e+00
 -2.0665960e+00  3.3648179e+00 -7.8948539e-01  1.3964204e+00
 -3.1977818e+00  2.5575430e+00  1.3847281e+00 -2.7146711e+00
 -1.1122537e+00  3.2425839e-01  6.7287940e-01  1.0237948e-01
  3.0081609e-01  3.1552904e+00 -8.4821063e-01  1.8251165e+00
 -1.5826036e-01  5.3735119e-01 -1.1650850e+00  1.2875497e+00
  2.5358900e-01  3.8261974e-01 -1.2237197e+00 -7.0666271e-01
 -3.8475913e-01  1.4162840e-01  3.3332577e-01  7.8638917e-01]",coughing
"[-5.32590149e+02  1.90877571e+01 -3.29176664e+00  4.26586151e-01
 -2.71907711e+00 -1.37893045e+00 -1.35617065e+00 -2.04408264e+00
 -3.74221015e+00 -1.32003441e-01 -3.14448029e-02 -8.19163769e-02
 -2.95009828e+00  4.39106762e-01  2.86680728e-01 -1.13036714e-01
 -1.94489777e+00 -8.41652453e-01 -3.51395011e-01 -6.62757874e-01
 -1.28965235e+00  1.15269840e+00 -9.44789112e-01  5.66791713e-01
  1.21070528e+00  1.76101774e-01  7.38082128e-03  1.20587492e+00
  2.05321565e-01  4.27297175e-01  2.74987280e-01  1.26148477e-01
 -4.19527948e-01  4.90621895e-01 -2.24949867e-01  4.04545397e-01
  1.73995327e-02 -4.64826077e-02 -1.74587175e-01  2.17900261e-01]",coughing
"[-302.43994      33.326927      5.121533     22.30834       6.5484505
   20.787008     -0.3512423     6.827148      2.3603399     0.466403
   -4.4387665     4.1388927    -3.4315052     8.797276     -6.7876415
   -1.3461123    -1.670936      3.242133     -1.8563317     4.0460005
   -1.9026557     1.6630661     0.5997631     1.1002115     2.097941
   -0.9035039    -0.40877482    1.5435952    -0.6069565     3.7728412
   -2.6799176     2.9691472    -1.8387816     3.5186198    -1.1783909
    1.9938929    -0.45995775    1.6262174    -1.2693973     2.3424332 ]",coughing
"[-3.0377591e+02  4.9522976e+01 -1.8117676e+00 -1.0286872e+01
 -5.3584414e+00  7.4703217e+00 -5.7774014e+00 -8.9990482e+00
 -8.1128302e+00 -1.0646772e+01 -6.4042153e+00  9.3658978e-01
 -8.0711737e+00 -4.8527250e+00 -1.4104468e+00 -6.6183728e-01
 -7.1497860e+00 -2.0696864e+00 -9.1973215e-01 -3.4967072e+00
 -2.8101757e+00 -2.1816967e+00 -3.0120847e+00 -4.4488752e-01
 -2.5093546e+00 -4.6947622e-03  8.3939654e-01  3.7916048e+00
  9.2906612e-01  4.5203524e+00  1.9870558e+00  2.5308371e+00
 -9.8774576e-01  2.4277241e+00  1.2579204e+00  1.9723090e+00
 -1.2751970e+00  2.1302202e+00 -2.8769317e-01 -1.4253194e+00]",coughing
"[-4.0215573e+02  1.6434206e+01 -3.8015385e+00  5.8811035e+00
  2.4455354e+00  5.3526378e+00 -1.8790365e+00  2.7366273e+00
 -6.1049128e-01 -5.1939791e-01 -3.5296931e+00 -1.7775816e+00
  7.3324317e-01 -1.0206369e+00  6.2833494e-01 -8.9971626e-01
 -7.6237983e-01 -1.4186865e+00  3.3554357e-01  1.1218826e+00
 -1.4725137e+00 -1.3332771e+00 -2.0879641e+00  9.9441075e-01
 -3.4248787e-01  1.6243874e+00  8.9076854e-02 -5.4226484e-02
  5.7842320e-01 -3.7324332e-02  8.1342936e-01 -1.5181033e-01
  4.1980723e-01 -9.6762568e-01 -8.0578530e-01  8.1461750e-02
 -7.5801110e-01  1.3977574e-01 -8.3381706e-01  5.0011659e-01]",coughing
"[-2.75810913e+02  3.86511154e+01  5.29726505e+00  1.27018347e+01
 -8.14072418e+00 -1.23956642e+01 -2.16563110e+01 -1.40685606e+01
 -1.25983257e+01  7.26703453e+00 -7.32390213e+00 -1.69364500e+00
  4.91456604e+00  3.77111816e+00  2.21929812e+00  6.39216566e+00
 -9.23811722e+00  5.66402626e+00 -4.75941229e+00  9.32490647e-01
 -4.22089958e+00 -6.09752417e+00  9.67792225e+00 -1.96293509e+00
 -1.94561720e+00  2.93015194e+00 -2.61039281e+00 -5.34660399e-01
 -3.45151043e+00  2.52375543e-01 -3.13452601e+00  3.57331872e-01
 -1.87743402e+00  2.25148869e+00 -3.44151437e-01 -1.73556530e+00
  7.28952885e-01  6.22932017e-02 -1.11994565e-01  6.36858106e-01]",coughing
"[-4.0149026e+02  8.1133644e+01  1.7061449e+01  7.6229362e+00
  3.8348284e+00  1.0709044e+01 -6.2847662e+00 -5.1039710e+00
 -2.0784538e+01  5.0909672e+00 -1.0770845e+00 -1.1741143e+01
 -9.4950905e+00  5.3959565e+00 -7.2109139e-01 -2.5545981e+00
 -3.2531290e+00 -4.9923381e-01 -4.6800141e+00 -1.3678775e+00
 -5.2166615e+00  1.3182967e+00 -3.0424654e+00  4.5857792e+00
  1.3959657e+00 -1.1269701e+00 -2.1159887e+00  1.2421831e+00
 -2.2377391e+00  1.6518447e+00 -6.3979805e-01  1.2561829e+00
 -9.6092212e-01  2.0138452e+00 -1.0942464e+00  1.7243315e-02
  2.9371428e-01  4.6159151e-01 -6.7287612e-01  3.1590266e+00]",coughing
"[-6.0825928e+02  1.5006120e+01  2.1859980e+00  3.0203943e+00
  2.8423021e+00  2.9336669e+00 -5.6566483e-01  3.1333444e-01
 -1.2266557e+00  1.3959302e+00  8.9251101e-01  1.4961115e+00
  1.0745661e+00 -9.2184156e-01  5.5212671e-01  2.0614715e+00
  8.0804788e-02 -2.4563970e-01 -4.4777149e-01 -7.3367012e-01
 -2.9003063e-02 -7.5679272e-02 -2.3415159e-01  5.6268269e-01
 -8.7515044e-01  7.7741325e-01  2.7146289e-01 -8.8749731e-01
  3.1520864e-01  4.2517635e-01  4.9656811e-01  7.1514279e-01
 -7.2096378e-01  1.0724842e-01 -2.2534644e-02  3.6131632e-01
  1.8751459e-01  1.1362784e+00  1.8020657e-01  1.4587644e-01]",coughing
"[-4.3795847e+02  6.0703495e+01 -1.3566366e+00 -1.1505937e+01
  7.9011440e+00  2.5954626e+00 -1.6362334e+00 -6.1663289e+00
 -7.4782619e+00  1.3271959e+00  4.4841342e+00 -1.8640364e+00
 -1.7510626e+00  7.5019479e-01 -7.9158940e+00 -3.7433653e+00
  1.2677711e+00  6.3654071e-01 -6.0299712e-01  5.1855439e-01
  1.7903663e+00  3.0473959e+00 -5.2510171e+00  2.0193956e+00
 -1.7525713e+00  1.2696012e+00 -1.6178124e-01  2.1840823e+00
 -2.9477427e+00  4.6272221e+00  1.0218463e+00  2.7310090e+00
 -1.8673265e+00  2.1752371e-01 -1.1656883e+00  2.3019259e+00
 -4.6630401e-02  9.2645079e-01  1.6615288e-01  1.8335114e+00]",coughing
"[-5.3827771e+02  8.8405085e+00 -3.9582322e+00 -4.3729620e+00
 -2.2610598e+00 -2.2311037e+00 -2.3799349e-02 -4.2558279e+00
  5.5365252e-01  3.2917941e+00 -1.4436761e-01  3.1503704e+00
  4.2423838e-01  2.5217289e-01 -5.5549133e-01 -1.1019398e+00
  2.7227286e-01  6.7821199e-01  5.6703925e-01  5.8486098e-01
 -4.0666720e-01  3.4366701e-02 -1.6130836e-01  1.7620432e-01
  4.1889179e-01  1.1682118e+00  2.5833452e-01  1.7375482e-02
  3.5000536e-01 -1.0299478e-01  1.8809967e-02  2.3963992e-01
 -2.3899810e-01  1.0467057e+00 -1.1495115e-01  3.2455102e-01
 -3.7131897e-01  7.9386413e-01 -1.5462427e-01  8.5325800e-02]",coughing
"[-3.6764484e+02  7.1086189e+01 -1.6006088e+01  3.0854246e+01
  1.5235114e+01  1.4117535e+01 -6.5344663e+00  3.1786911e+00
 -6.8672647e+00 -1.1690422e+00  1.6825064e+00  6.1755061e+00
 -9.1133636e-01 -8.3491564e-01 -6.8068981e-01  7.7244818e-01
 -1.2960595e+00  2.0712514e+00 -6.7676148e+00 -4.1829076e+00
 -5.1347089e+00 -3.0282857e+00 -7.8949814e+00  3.1460828e-01
 -1.0621794e+00  3.5255525e+00 -1.1137593e+00  2.7911034e+00
 -2.2805851e+00  2.1535609e+00 -1.3330274e+00 -3.0284715e-01
 -5.6790571e+00 -1.8692776e+00 -4.2988143e+00 -2.9023705e+00
 -5.6502061e+00 -1.1807976e+00 -1.4352208e+00  9.5484787e-01]",Electric_shaver_toothbrush
"[-3.92235718e+02  3.27759094e+01  1.16166668e+01  4.90664434e+00
  4.26652260e+01 -6.25793815e-01  1.46024382e+00  3.64260054e+00
 -4.04683685e+00 -4.04676771e+00 -2.05809236e+00 -7.48657179e+00
 -1.44630871e+01 -1.28142443e+01 -1.05789547e+01  7.90348101e+00
 -6.34502745e+00 -4.70972586e+00 -1.31873665e+01 -8.51590919e+00
 -6.08434391e+00 -4.02640842e-04 -3.02144361e+00  1.32608967e+01
  1.37749386e+01  2.03834839e+01 -3.91470999e-01 -1.13225307e+01
 -1.48784380e+01 -7.35156918e+00 -6.12668133e+00  5.16996622e+00
 -1.05692987e+01 -1.29738274e+01 -1.20750198e+01  3.57927632e+00
 -3.16704965e+00 -4.70323038e+00 -1.46702242e+01 -4.27282429e+00]",Electric_shaver_toothbrush
"[-1.34366638e+02  5.37243423e+01 -2.65578232e+01  2.47090397e+01
  1.00868130e+01  1.74375858e+01  1.49317045e+01  1.25712347e+01
  2.92193675e+00  1.21544666e+01 -4.05649710e+00  3.48139310e+00
 -5.42269230e-01  8.98878860e+00 -1.56959057e+00  2.53394008e+00
 -1.53516281e+00 -1.40941143e-01 -5.21041727e+00  4.39539641e-01
 -2.33563495e+00  2.10807085e+00 -3.34417772e+00  6.71866357e-01
 -3.38186812e+00 -2.11617208e+00 -4.34729099e+00  1.74351192e+00
 -1.87486723e-01  1.79799163e+00 -3.41213250e+00 -3.07700682e+00
 -3.14275026e+00 -1.45511973e+00 -2.54589891e+00 -2.79395175e+00
 -5.31757450e+00  1.75521597e-01 -5.11065960e+00  9.16769281e-02]",Electric_shaver_toothbrush
"[-1.9936288e+02  8.7314255e+01 -2.1036337e+01  2.5684534e+01
  9.8422594e+00  2.8761375e+00 -4.1083765e+00 -1.6980771e+00
 -1.0729409e+01  1.4886397e+00 -3.8347859e+00 -6.4248319e+00
 -1.3707845e+00  3.0604570e+00 -5.0623775e+00  2.1932340e+00
 -3.0072100e+00 -2.9112775e+00 -2.8293228e+00  4.1085058e-01
 -4.9546771e+00 -3.8161476e+00  6.7750710e-01  1.7774926e+00
 -4.1290216e+00 -3.2365017e+00 -3.7701104e+00 -1.3401276e+00
 -5.9279180e+00 -2.8584576e-01 -2.0288708e+00 -8.5816461e-01
 -2.4371347e+00  1.4333694e+00 -2.0267143e+00 -1.8954347e-01
 -4.8989767e-01  4.5067829e-01 -1.4611156e+00  2.0257545e+00]",Electric_shaver_toothbrush
"[-3.9206113e+02  6.5806129e+01 -5.5757656e+00  5.0968661e+00
 -7.9149957e+00 -4.9014678e+00 -8.5973043e+00 -1.3991008e+00
 -1.1354434e+01  4.2267156e+00  5.1927364e-01  1.7116265e+00
  1.2290138e+00 -1.4619006e+00  3.6347130e-01  1.7300000e+00
  3.6003929e-01  1.7015467e+00  6.7005736e-01  1.1378218e+00
 -4.0361843e+00  1.0440015e+00 -3.8987017e+00  5.0424260e-01
 -2.0033503e+00  4.2663011e-01 -3.0655682e+00  1.5051188e+00
 -2.6659157e+00 -6.3317561e-01 -3.3711765e+00  1.7540984e-01
  2.1116203e-01  1.1619388e+00  1.1846836e+00  2.7892203e+00
  1.3961006e+00  2.5218885e+00 -4.6479321e+00  9.8050073e-02]",Electric_shaver_toothbrush
"[-229.45372     118.144356    -26.500725     13.893869      8.963701
    1.0220867   -13.239057     -5.348953    -12.519097     -4.8251634
   -9.256491      2.7082505    -3.0712347    -2.2536855   -10.411097
   -4.2651887    -4.766316     -1.8719121    -5.5319533    -3.5312233
   -2.4500206    -2.8745492    -3.7315578    -2.5823095    -2.1179523
   -1.9950131    -2.6661696    -2.2701693    -1.9099908    -1.6531702
   -3.582895      0.67532736   -2.165976      0.5219568    -2.7591286
   -1.2031898    -2.9299576     1.7556612    -3.4380171    -1.8463979 ]",Electric_shaver_toothbrush
"[-250.84601      61.708866    -15.357755      3.9127817    -1.1774483
   -1.1362334   -18.411362     -0.85544413   -7.435558     -1.7355078
  -10.122838     -5.403266     -9.989055     -2.0420628    -0.32882953
   -6.498141     -7.645083     -1.7313908    -7.364584     -1.2041585
   -8.194574     -4.6540847    -0.6526791    -2.6660461    -6.4351344
   -1.3949918    -4.792293     -2.6194572    -6.8668647    -3.1936488
   -6.428669     -5.180687     -6.446816     -3.551231     -2.3540301
   -2.3770182    -4.902341     -0.5059275    -3.3425984    -0.9081711 ]",Electric_shaver_toothbrush
"[-2.1730707e+02 -1.2504992e+01 -7.4617329e+00  2.4591166e+01
 -4.9340916e+00  4.0504677e+01 -2.8226379e+01  2.0139681e+01
 -1.3812477e+01  2.5679600e+00 -8.8808517e+00  7.8895192e+00
 -4.2952151e+00  1.5489377e+00 -3.9161149e-01  7.3872499e+00
 -1.0315500e+01  1.5771573e+01 -9.8727036e+00  9.7781491e-01
 -3.0989318e+00  7.3968039e+00 -4.7232885e+00  9.6305203e-01
 -9.4257927e+00 -3.4294484e+00  2.2339430e+00  7.6787382e-01
 -3.2613900e+00  2.4656570e+00 -1.1645195e+01  4.1080036e+00
 -9.9766672e-01  3.2599225e+00 -3.1053958e+00 -2.9408081e+00
 -5.6208954e+00 -2.6178460e+00  1.8516417e-01 -2.0670639e-01]",Electric_shaver_toothbrush
"[-2.49834717e+02  6.92869415e+01 -5.65104790e+01  1.17659342e+00
 -3.52196693e+01 -9.74427795e+00 -2.83351650e+01 -1.12540560e+01
 -2.60157375e+01 -1.51892805e+01 -1.57317514e+01 -3.02197313e+00
 -3.30039215e+00 -7.80395985e+00 -1.13913565e+01 -5.54054594e+00
 -8.42279053e+00 -1.57346153e+00 -4.79733801e+00 -3.95934319e+00
 -7.15897560e+00 -5.18254137e+00 -6.32398701e+00 -4.41417694e+00
 -7.21963286e-01  1.07215905e+00 -5.40374279e-01 -1.41997829e-01
 -1.59788764e+00  1.08211255e+00  1.13772690e+00 -5.09538889e-01
 -1.70763206e+00 -2.54696560e+00 -6.87817621e+00 -3.96796274e+00
 -2.59605026e+00  4.82348859e-01  2.07189369e+00  2.01993513e+00]",Electric_shaver_toothbrush
"[-2.9898810e+02  1.4010345e+02 -2.0462763e+01 -1.0157046e+01
 -3.2365158e+01 -5.1332703e+00 -4.3370651e+01  9.4438756e-01
 -1.7949881e+01 -5.4155216e+00 -5.1689568e+00 -1.6510136e+01
 -6.8617029e+00  9.6886635e+00 -3.8344879e+00 -9.5682636e-02
 -1.1328937e+01 -1.4189634e+01 -1.4722866e+01 -1.1811106e+01
 -1.1179370e+01 -1.9164386e+00 -1.6354071e+00  3.6828091e+00
 -5.3101525e+00 -3.7646580e+00 -2.9343238e+00 -5.1767612e+00
 -7.0336051e+00 -1.7411281e+00  2.7277913e+00  2.3435853e+00
 -1.6192505e+00 -2.6136072e+00 -2.4816592e+00  9.2077837e+00
  7.2331581e+00  6.7086571e-01 -2.6649938e+00  2.1983232e+00]",Electric_shaver_toothbrush
"[-229.53941       2.553827    -37.50386      15.183483      6.1198125
    0.69822174    6.7176275     4.8114023    -6.183645      1.9359233
   -5.245258     10.41147       1.4752004    -1.0400883   -10.684699
    0.34610313    4.268014      8.165678     -6.167155      1.9596354
   -1.2374567    -1.6986974    -3.4548657     6.0200334    -5.4967756
   -1.4615152    -4.783517     -0.9537632    -3.905408      1.2315495
   -0.76549584   -0.4195707    -2.1442757     1.4807538    -1.1086979
    1.6104217    -3.0977788    -2.6627936    -4.3630824    -1.01662   ]",Electric_shaver_toothbrush
"[-1.4121385e+02  1.0360100e+02 -5.6639618e+01 -4.6708589e+00
 -2.0118633e+01 -8.8139639e+00 -1.8122429e+01 -2.0571398e+01
 -2.3813551e+01  7.9534216e+00 -5.1225162e+00 -1.2388557e+01
 -1.4975325e+00  8.6804140e-01 -4.8596792e+00 -1.5074122e+00
 -7.9380755e+00 -4.4046550e+00 -3.6334488e+00 -5.6087699e+00
 -9.1108236e+00  4.9642962e-01 -5.3254266e+00 -2.4564108e-01
 -3.8252962e+00 -2.2953770e+00 -4.6905785e+00 -2.9924357e-01
 -6.3617105e+00 -3.0871265e+00 -4.0404377e+00 -2.9761467e+00
 -5.0590796e+00  7.0613301e-01 -1.8120049e+00  9.1255844e-02
 -4.2076836e+00  8.9600825e-01 -2.3910351e+00  2.2708111e+00]",Electric_shaver_toothbrush
"[-3.49528503e+02  6.67964554e+01  1.74204502e+01  1.89488316e+01
 -1.34415245e+01  1.05781257e+00 -2.08246994e+00  3.15876245e+00
 -2.18712711e+01  1.15398276e+00 -2.09513130e+01 -5.35774422e+00
 -1.90755920e+01 -1.13920946e+01 -1.80200958e+01 -5.55805492e+00
 -1.02373524e+01 -8.30524158e+00 -3.91475010e+00 -5.30656099e+00
 -6.01703024e+00 -4.95352983e+00 -9.42535210e+00 -3.06871843e+00
  1.03187597e+00  9.34448338e+00  9.67711544e+00  1.32613468e+01
 -1.49222004e+00 -4.35360956e+00 -6.31129694e+00 -2.42633080e+00
  1.36979103e+00  4.69674778e+00 -6.02319956e+00 -8.27088070e+00
 -5.63349009e+00 -1.86411202e-01 -1.81391728e+00 -3.79137993e+00]",Electric_shaver_toothbrush
"[-2.10485168e+02 -5.35130959e+01 -5.71665382e+01  7.22502470e-01
 -1.07954121e+01 -1.18135605e+01 -3.14936237e+01  8.14753652e-01
 -1.35858297e+01 -7.26912498e+00 -1.56889114e+01  1.69179189e+00
 -4.31244802e+00 -3.31569695e+00 -9.90684509e+00  7.17417896e-01
 -3.37863708e+00 -8.96545053e-01 -9.21759129e+00 -6.94410038e+00
 -4.69310665e+00 -1.28034711e+00  6.99128136e-02  2.73537207e+00
 -4.22408390e+00 -2.19506288e+00 -2.90764689e+00  3.82326269e+00
  1.24613059e+00  6.83054209e-01 -3.10310841e+00 -1.34743369e+00
 -8.37997735e-01  1.36802411e+00 -6.30351365e-01  3.94780785e-01
 -3.99254370e+00  2.23944291e-01 -1.67112738e-01  4.24273109e+00]",Electric_shaver_toothbrush
"[-4.0376559e+02  8.3369453e+01  4.5260986e+01  3.1065723e+01
  4.7173153e+01  7.6050143e+00  2.5622468e+00  1.4763279e+01
 -8.6892786e+00  1.0431273e+01  1.1995738e+01  5.6833323e-02
 -3.9180415e+00 -6.9011631e+00 -6.1323767e+00 -1.3519412e+00
 -8.1572914e+00 -7.7534804e+00 -9.3145180e+00 -4.0033016e+00
 -4.4373946e+00 -3.5377970e+00 -8.0698137e+00 -1.8049596e-01
 -1.0592938e+01 -1.3341056e+00  1.6605253e+00 -6.4556818e+00
 -4.9367156e+00 -9.3896074e+00 -4.0017047e+00 -3.7056759e-01
 -9.7281189e+00 -1.5501068e+00 -6.2792244e+00 -1.9812756e+00
 -3.3822989e+00  1.4179803e+00 -1.8912640e+00  4.8409710e+00]",Electric_shaver_toothbrush
"[-3.3628448e+02  6.5268799e+01 -9.5283766e+00  3.8701664e+01
  2.5288076e+00  2.5194538e+00 -1.6837852e+01  3.0506911e+00
 -9.0350962e+00 -2.3762479e+00 -1.3144767e+01 -7.7782025e+00
 -8.6389952e+00 -1.3222582e+01 -6.8567886e+00 -3.1545436e+00
 -4.3110433e+00  2.2337976e+00  5.2043623e-01  7.2479433e-01
 -8.3167019e+00 -4.9378719e+00 -6.7341361e+00 -8.5825415e+00
 -4.9793415e+00  2.8018954e+00  1.4768840e+00 -5.6186323e+00
 -1.0779285e+01  2.8459516e-01 -3.8917261e-01 -2.9326785e+00
 -5.3366771e+00 -1.4778466e+00 -3.0516714e-01 -1.1790162e+00
 -5.7397437e+00 -6.3674808e+00 -4.4927373e+00 -2.7765334e+00]",Electric_shaver_toothbrush
"[-3.2890894e+02  5.5368896e+01 -3.2163048e+01 -6.3394132e+00
 -1.7032471e+01 -1.6931232e+01 -1.6244873e+01 -6.7108421e+00
 -1.3253221e+01 -2.2275496e-01 -1.3229338e+01 -4.4159641e+00
 -5.6305828e+00 -1.3710411e+00 -3.6613376e+00 -8.6775007e+00
 -6.5129647e+00 -1.4073657e+00 -8.2439966e+00 -4.2481813e+00
 -6.2798939e+00 -6.7641383e-01 -4.7052050e+00 -2.6435658e-01
 -3.1976216e+00 -2.1536167e+00 -5.7735076e+00 -1.9552659e+00
 -3.7667329e+00 -3.1546929e+00 -3.9769375e+00 -1.6505543e+00
 -3.3806005e+00 -6.4987224e-01 -2.7338662e+00  9.5431514e-02
 -1.7331560e+00 -2.9411361e-01 -4.7921702e-01  1.5247579e+00]",Electric_shaver_toothbrush
"[-140.31604     -36.049805    -14.195029    -12.24806      -4.472686
    2.0957668   -14.576212      6.650454     -7.0245867     8.6908655
   -7.0841        3.3829513    -3.214718      5.9408484    -1.1868111
    7.529289      2.5414314     6.7767944     1.2352356     8.659624
    2.210657      3.960172     -2.095042      6.0823736     3.1754122
    4.8111315    -3.0662253     4.3798413    -0.29219246    3.2287693
   -1.5325259     1.7319279    -0.44272107    2.74191      -1.339083
    2.6502268     0.74635       4.5854306     2.112916      6.2197566 ]",Electric_shaver_toothbrush
"[-2.6765833e+02  4.3912228e+01 -1.1949585e+01  1.0174278e+01
  2.6085693e+01 -6.3132081e+00 -1.0126349e+01 -1.1184190e+01
 -1.5385398e+01 -3.1744373e+00 -1.5176774e+01 -6.8036919e+00
 -4.1672561e-01 -7.4971766e+00 -1.2120989e+01  7.8728956e-01
 -4.5312672e+00 -1.3290030e+00  2.6090857e-01 -3.5399387e+00
 -8.4872770e+00 -3.8896516e-01 -5.4228029e+00 -3.3961923e+00
 -1.1878434e+00  8.2091111e-01 -5.6683832e-01  1.5126805e+00
 -2.8816679e-01 -7.8646433e-01  2.1834536e+00  3.0902812e+00
 -3.1661029e+00  2.0446830e+00  2.8299134e+00  4.1117167e+00
  4.7683200e-01  2.9881411e+00 -3.0053967e-01  2.2338302e+00]",Electric_shaver_toothbrush
"[-183.13719     128.12544     -38.45617       0.77626014   -1.9346372
   -6.1303864    -9.102639     10.043529     -3.536198      7.2633896
    3.8759284    10.091247      0.18566045    1.1514819     3.76345
    1.1373556     1.7508796     2.1102288     6.1401777     1.9471533
    1.5400604    -0.8224602    -4.1899967    -5.0999403    -0.43740746
    7.3334866     9.313867      4.673729     -1.7390975    -2.8892057
   -4.5265017    -9.055858      1.2919191     5.502227    -11.17838
   -2.783903     -6.894768     -0.28023314   -2.5891578    -0.24027406]",Electric_shaver_toothbrush
